비속어|카테고리|text
비욕설|혐오|갑자기 뭔 일본인이야;;;;;;;; 개싫어
비욕설|일반|오달수 드라마 복귀한 거 보고 싶었는데 이런 일이..
비욕설|일반|하라양, 이 자리에서 응원하고 있을게요!
비욕설|섹슈얼|야 삼십대 초반인데 첫 섹스겠냐? 당연히 축적된 피부 촉감 데이터가 있을테고 데이터와 비교해보니 그동안 거쳤던 남자들보다 니 피부가 좀 더 좋다는거지
비욕설|일반|코앞만 볼 줄알고 멀리 볼 줄 모르네요.아이들은 미래입니다. 그래서 복지가 필요한 거구요.
욕설|혐오|외면이 완벽하면 내면도 완벽함. 꼭 존못년놈들이 내면 찾음. 외모가 전부가 아니야 내면이 중요해 라는 말 자체가 피해의식에서 나오는 무의식적인 말임. 니넨 그냥 못생긴거ㅋㅋ 못생기면 성격도 베베 꼬임 ㅇㄱㄹㅇ
비욕설|혐오|얘랑 아이유랑 둘다 나이 많은 남자들에 대한 이상한 뭔가가 있나봄 Eww
비욕설|일반|이건 혈액암이기때문에 맞는 항암제를 찾아도 재발률이 높고 악성이라 생존률이 희박함
욕설|혐오|당연히 못넘지. 짱깨새끼들이 거지새끼들이라고해도 숫자는 무시못하는데 베트콩새끼들도 사회주의 시장경제인건 짱깨랑 똑같잖아. 그럼 베트콩의 미래는 짱깨랑 비슷하다고 봐야지. 대도시 몇군데만 좀 크고 나머지 지역은 개씹헬이겠네.거기다 짱깨새끼들은 어느정도 발전하고 임금을 끌어올린거라 그동안 발전토대가 어느정도 만들어진건데 베트콩새끼들 임금인상율이 존나 높다며 ? 그럼 굳이 베트콩에 공장지을 이유가 없어지지.
욕설|혐오|븅신 ㅋ 어차피 개백성들은 선동하는대로 따르게돼있어
욕설|섹슈얼|걸레갈보개씹창년 허벌보지 니미 씹창 좆물통 육변기
욕설|혐오|저 새끼가 부산 협객 박현우햄이랑 술집에서 다이다이 뜬다?진짜 정색하고 말하는데 저 새끼 30초 안에 척추 접혀가지고 바닥에 똥싼다
비욕설|섹슈얼|난 심지부터16 괜찮은데 굵기가 조금 아쉽
욕설|혐오|미?친?새?끼 저새끼 뇌를 까보고싶다
비욕설|섹슈얼|요새 여친한테 겁나 질싸중인데 이제 곧 내년에 결혼할거라 여친이 애기를 너무좋아해서 낳고싶어해요 몇번 더 싸야 나오나요? 하여튼 그냥 있는정액 다 보지속으로 기증해주고있는데 얼마나 빼야 임신하나요?
비욕설|일반|지드래곤 누가 뭐라고 해도 화이팅! 너의 능력은 국보급!
비욕설|혐오|웅앵웅 쵸키포키 소추한남
비욕설|혐오|기레기 닭이라 멍청해서 미투운동 본질도 모름.연예인 사생활이나 캐 기레기 찐따ㅋㅋ
비욕설|일반|주저리주저리
비욕설|혐오|게다가 데뷔 시점에 비해서 살은 더 빠짐 거의 해골 수준 그러니 인조슴가도 더 티나지
비욕설|혐오|일베 노가더 67등급 병신들 풀발기 하고 있음 ㅋㅋㅋ
비욕설|일반|연예인 귀싸대기 때릴 외모에 아나운서의 부티가 묻어나네.... 대박 존예네... 개부럽
욕설|혐오|씨발로마
욕설|혐오|그건 퐁퐁이들이 그렇게 정신승리하면서 느끼는거고 한녀들한테도 똑같이 물어봤냐고 병신아 ㅋㅋㅋ 한녀들은 결혼당시에도 아닐껀데? 물론 한녀들도 존나 싫은새낀 아니었곘지만 사랑해서 결혼했다고? 글쎄올시ㅋㅋㅋ 서른넘어서 마땅한 대안이 없는상태에서 선봐서 만났는데 그렇게 나쁘진 않아서 비즈니스적으로 했겠지 이건 아빠가 늙고 돈못벌게 됐으니 새로운 아빠라고 부르는 노예를 구하는거지 사랑이 아닌데? 그러니까 퐁퐁이새끼들이 이렇게 존나 많은거고
비욕설|혐오|너도 입좀 그만 찢어라 여자이병허니냐
비욕설|일반|유병재 호감~~
비욕설|혐오|오지랍 넓은 열폭 가난한 개티즌들 오늘도 쥐랄 ㅋㅋ 슈가 도박하든 빚이 있든 어딜 여행가든 니네가 손해본거있ㅋㅋ 제발 그 선생질들좀 그만해라 역겹다
비욕설|일반|좋은 말만 해두 못 사는 세상
비욕설|섹슈얼|글치...자주보임. 덕분에 섹파가 늘 끊기지는 않는데 이렇게 보니까 미안하네.... 미안하니까 오늘 섹파 만나서 홍콩 보내줘야겠다.
비욕설|혐오|팬들도 개돼지라서그래
욕설|혐오|나는 윗놈이 사심으로 사람뽑은거만 보이네? 40처먹은 남자놈이 쓉이네
비욕설|섹슈얼|솔직히요.. 30대후반 너무 외롭네요 어찌 버티시나요.. 여자는 찾고 계신가요??? 결혼생각은 있으신가요?? 길거리 커플들보면 너무 부럽고 부러워서 눈물이날지경입니다
비욕설|일반|남자는 좋아하는 여자랑 눈 마주치면 어떻게 해?
비욕설|일반|어제 회사 여직원과 같이 퇴근했다 같이 지하철 타고 퇴근하는데 대화도 많이 하고 내가 하는 말에 웃고 좋아하더라 오늘은 내가 외근이라 같이 퇴근이 어렵겠지만 또 같이 퇴근하게되면 저녁이나 같이 먹자고 해봐야겠다 내 스타일이라 더욱더 호감이 가는데 다행히 같은 팀은 아니라서 일하는 건물도 다르고 해서 한번 잘해보려고 한다 형들아 응원 좀 해줘라
비욕설|섹슈얼|야 넌 왜 딸치냐 걍 게이마사지가면 대주고 박아줄 애들 넘치는ㅎㅎ
비욕설|일반|내여잘 건드린놈들
비욕설|일반|전혀 그립지 않습니다
비욕설|일반|내 생각 하나만 바꾸면 편할텐데.
비욕설|일반|제대로 교육시켜 내보낸다는데 ..아직보기에 미숙한가보지 일단 방송나와 이름알렸고 더 발전되서 나감되는데 무슨 소송? 별로... 갑질보단 신중해 보임
비욕설|섹슈얼|보징어에서 오징어가 나오지.
비욕설|일반|어떻게 저리고급지냐.얼굴이
비욕설|혐오|대깨문들은 진짜 뒤지는게 답이다 ㄹㅇ 개돼지 벌레달창 짐승섀끼들 ㅋㅋ 왜사냐?
비욕설|일반|구짱도 행복하세요
비욕설|일반|신랑은 모함? 난밥잘먹었는대 4끼 .. 그래서 살이 안빠짐 ㅜㅜ
비욕설|섹슈얼|현영 가슴도 빨고 만지고 부럽다.
비욕설|혐오|애지간이들하지~할짓이그리없나~개때처럼모려다니면서 죽을때까지물어뜯는 하이애나들아~
비욕설|일반|휴지 한장 뽑아줘
비욕설|일반|쉽게 인정하지마 ㅋㅋ
비욕설|일반|일하면서 석박 따기 어렵겠지
비욕설|일반|이러다가 지난달 27일처럼 900명 더늘어갈수있어요 빨리 3단계 격상해요
욕설|혐오|164에 43키로면 딱 적당하네 요즘 대한민국 여자들 다이어트 말로만 하지 하나같이 존나뚱뚱ㅋㅋㅋ
비욕설|섹슈얼|제가 얼빤데 얼굴 무지 예뻐도 섹스 할 때 수동적으로 하는거보면 사정하고 바로 죽어버리고 서로 물고빨고 열정적으로 하다 사정하면 발기가 계속 지속되는게 이게 맞는거겠죠?
비욕설|일반|배불러
비욕설|혐오|행사나 다녀ㅋㅋ티걸
비욕설|일반|양준일씨 싫어하는것도아니고 괜찬은분같긴한던데 유튜브며 뉴스며 왜그렇게 띄워주는지 의아함
비욕설|일반|짝녀한테 공부 가르쳐달라고 해볼까
비욕설|혐오|하며 뒷짐지고 싸우는척 하는 웰빙 샛끼들 천지 삐까리란다.
비욕설|섹슈얼|그런 아줌마랑 ㄴㅋ면 100% 성병이다
욕설|혐오|응그나저나 안시성 폭망 좊노잼영화일듯
비욕설|일반|원작의 상상력은.. 경이롭기까지하다
비욕설|일반|또 못 만났어
비욕설|혐오|난 삼베충이냥 삼베옷입고 오면 상대해주냥 알았냥
비욕설|혐오|보수가 또 주작을... 주작이 없으면 일베를 못와요...문재인되고 부동산 시대 저물었다고 집팔았다ㅋㅋ 망상해서 일베오니 좋겠네~ㅋㅋㅋ
비욕설|섹슈얼|애정이 없는 원나잇섹스가 원래 그렇게 싸고나면 집에 가고 싶어져 정상적인 반응임 ㅋㅋㅋ
비욕설|일반|소 한마리 키워보고싶다 순댕이라서 귀엽네 배고프면 죽여서 먹으면 되고 진짜 맛있는 소 그런데 귀엽기까지 하네 ㅋㅋ
비욕설|일반|남자들은 관심 없으면 보통 연락 먼저 안해?
비욕설|혐오|약쟁이 엔터테이먼트도 한번 탈탈털지 어찌아냐 그쪽은블랙핑크/위너/아이콘 다 약쟁이들일수도 잇잖아
비욕설|혐오|온 가족이 쓰레기네
욕설|혐오|수학강사든 용접공이든 개좆도 아닌 일들하면서누가 낫네 지랄들이ㅋㅋ회에서 밑바닥 직업층에 속하는데 누가 낫냐고 비교질하는게아니꼬울따름ㅋㅋㅋ
비욕설|일반|코로나로 영화 수익이 줄어든다고? 그럼 두 번은 봐야하는 영화를 만들면 되는거야~
비욕설|일반|지능 성격 외모(얼굴,키) 질병 이 모든것들이 대부분 유전아닌가요? 저런거 부모님과 완전 다른분 있나요?
욕설|혐오|야구나 잘해라 먹튀색야
비욕설|혐오|이런 쓰레기 기사를 왜 썼을까 보도할게 그렇게 없나 아이쿠 한심하다
비욕설|일반|근데 민아까지 나가면 노래는 누가한다냐??
비욕설|일반|그리고 상식적으로 말단 직원이 본사에 전화해서 저런식으로 이야기할수 있는게 말이 안돼지 ㅋㅋ
비욕설|섹슈얼|불금이라고 다들 짧치에 쇼핑백 큰거들고 다들 남자만나러 가는거겠지? 오늘은 어제보다 날이 풀려서 살스도 보이고 검스 비치는것도 보이고 텔 불나겄네
비욕설|섹슈얼|다들 부러워서 그러니깐 이해해줘 아무튼 즐섹하고 부러워.
비욕설|혐오|김태희이년도 남자보는눈깔은없어! 이시언급이랑 결혼이라니!
비욕설|일반|저번에에 패스트푸드 좀 자주 먹었떠니 요즘 영 식욕이 안생기네 하루 한끼 먹어도 배가 안고프네
비욕설|일반|이커플 넘 조아~~~
비욕설|일반|까치도 집을 짓는다
비욕설|일반|성폭행 사실이 입증이 됬군여
비욕설|일반|이 나이에 모르는게 왜 이렇게 많지
비욕설|일반|추징금은 어떻게 ?
비욕설|혐오|저 깜시는 누구야
비욕설|일반|너무 좋아요 와이지만 나와줘요.. 아까워 ㅠㅠ
비욕설|일반|타이슨 부인 건든놈.. 진짜 대단하다 ㅋㅋㅋ
비욕설|일반|님들 이 부품 어따 박음?
비욕설|일반|몸이 영 찌뿌둥해
비욕설|섹슈얼|복상사
비욕설|혐오|32살에 아다면 뒤져야지
욕설|혐오|씨발새끼들......
비욕설|일반|헐리웃스타들은 왜 월드라는단어가붙는지 보면서 이해가되는게 똥폼에 가오잡는게 아니라 본인 이미지생각을 안함
비욕설|일반|힘든 상황에 의지할 어떤 존재를 찾는 거지 ...
비욕설|일반|데 미국사람 앵커멘트 목소리 환상적이다 해설도 요소요소 잘하는듯 과히 메이저리그 해설이 수준이 높네요
비욕설|일반|동성애 어떻게 생각해
욕설|혐오|더러운기사좀 쓰지마 퉤퉤 보는것도 엮겹네 시이 발
비욕설|일반|예쁘네요 몸 조리 잘하시고 브라운관에서 다시 보고싶네요
비욕설|일반|세기의 커플 탄생 영원한 사랑.
비욕설|혐오|와 저 얼굴이 왕년에 요정이었다고?? 트와이스 나연이 더 이쁜데;;
비욕설|일반|악플달면 삶이 좀 나아지냐?????????????
욕설|혐오|한녀 : 어쩌라구요? 아~ 감주 오늘 여탕이네 시발
비욕설|일반|스탠 리 라고 써라. 뒤에 마틴까지 붙일거 아니믄.
비욕설|혐오|결혼한 유부남 쫓아다니는 빠순이들 진심 노답이다. ㅋㅋㅋ 역시 빠순이 화력
비욕설|일반|악어 입 벌리면 짱 무서움
욕설|혐오|레무충아 시진핑핑이 개새끼 해봐 못하면 중국거주 조선족 하면 국내 불법체류중인 조선족
비욕설|일반|진짜 멋있다
비욕설|일반|아니 공연장가봐라 사람미어터진다 환불문의같은소리하네 1년을기다렸다ㅠ나는간다!!!!!!!오늘 부산터뜨리자~~~~~~
비욕설|일반|나 떡 쳐봤어 재밌더라
비욕설|일반|와 머리 진짜 작다
비욕설|혐오|🐕쓰레기 웹툰들이 왜케많냐
비욕설|섹슈얼|마른애들이 깊은 삽인되고 좋지. 근때 마른애들중에 잘 안대주던 여자생각나네.
욕설|혐오|인증은 니애미보지에다 쑤셔박고옴?서강대에서 존홉 ㅋ 밑바닥새낀 뭐가달라도다르다
비욕설|일반|점이라도 볼까
비욕설|일반|스케이트 타다가 엉덩방아 찧어서 엉덩이 너무 아파 ㅋㅋㅋㅋ
욕설|혐오|그런건 전문가에게 물어봐. 어디서 병신같은걸 듣고 와서 병신같은 질문을 하고 있어.
비욕설|혐오|카더라 ㅁㅈㅎ 팩트일베 뒤졌노
비욕설|섹슈얼|일단 남1,여1 남자는 팬티만 입고 그냥 의자, 여자는 검은 마스크 끼고 팬티만 입고의자에 앉아있음. 삽입은 일절 없이 약 1시간동안 핑거링만 주구장창. 여자는 남자의 핑거링에 갈거같다고 소리치고 남자는 아랑곳않고 계속 핑거링.
비욕설|일반|눈 좀 안 왔으면
비욕설|일반|아무리 눈치 없어도 좋아하는 티 내면 알아채나요?
비욕설|섹슈얼|임자 있는 년 놈이 연락 주고 받고 만날 궁리 하면 그게 불륜의 시작이지..그 다음 삽입은 시간문제고..
욕설|섹슈얼|싸고 나서 바로 화장실가서 오줌싸라. 그리고 좃부터 씻고. 갱장히 과학적인 방법이다.
비욕설|섹슈얼|운동선수 만나다가 일반사람 만나면 백방 헤어진다. ..먹고 사는 게 사람들 기본적인 욕구인데 벤츠타다가 모닝 탈 수 있나.
욕설|혐오|개소ㅁㅈㅎ
비욕설|혐오|여선생 생긴거보고 빵터졌다 ㅋㅋ 와 싑진짜 ㅋㅋ 평생혼자살 관상이랄까? ㅋㅋ
비욕설|일반|와 적응안돼...맨날 푸짐한 신동만 보다가.....다시 찔수도 있지만 그래도 대단타
비욕설|일반|슬픈연극으로 인해 더 악화된듯
비욕설|일반|썸인지 쌈인지
욕설|혐오|기자새끼 지랄한다
비욕설|혐오|이정도면 존못은 아닌듯
비욕설|일반|신동 : 최시원이 진짜 국회의원 됐으면 좋겠다 (실제로 한 말)
비욕설|일반|뭐야 뭐야 뭐야너 ㅡㅡ 뭐야뭐야 뭐야너 이런노래던데 여자애들 노래
욕설|혐오|개새끼가 처음에 잠복한거 다 알아보고 할수없이 놀아주는거네 ㅋㅋ으로 하...저병신년 또 저지랄이네 했을듯
비욕설|섹슈얼|자고싶네 백보지 핥으면서
비욕설|혐오|페미 = 빨갱이
욕설|섹슈얼|개갈보지 씹창년새끼들 쳐망하는걸 볼수 있다면 그걸로도 감사한거지 ㅇㅇ
비욕설|일반|사귀고 나서 환장이 깨졌어
비욕설|일반|소현황후? 살아있고 아리공주 생모이고윤소이는 친구의 대리복수를 하는겁니다시신처리때 얼굴 안보여주는거 복선이라고 봅니다
욕설|혐오|야야야 꺼져
비욕설|혐오|틀딱드라마 조연으로 많이나옴
욕설|섹슈얼|시벌 40마넌 넘개주고 산건데 이거로 딱치고 씻도 하니 내시간 읍어지고 현타옴 탠가가 최고였음.... 이걸 계기로 앞으로 오나홀은 안산다. 버리기도 힘드넹 시불
욕설|혐오|이 조선족새끼가 돌았나
비욕설|일반|신혼여행 가서 돌아오기 싫다
욕설|섹슈얼|히 몸무게가 많이 나가면 피부가 안좋을 수 있는데 피부도 고왔음. 게임하고 있으면 슬그머니 다가와서 알아서 사카시로 입싸까지 해줬었음....아 시파 그립네....
욕설|혐오|부러운쿵쾅년들 지네는 인스타에 ㅈㄴ려도화제안되니까 남들이쁜사진들보면 관종이라고 빼애ㅋㅋ 진짜 왜그러고사냐 돼지년ㅋㅋ
비욕설|혐오|우린 타나라 (중국.일본) 같은 나라들 까면안됨 애초에 우리부터 ㅆㄹㄱ급 뇌절온 수준인데 누가 누굴 까고있냐?
비욕설|혐오|기자야 너도 인간이니?
비욕설|혐오|설마 임신중에 짧은치마 입고다니겠어? 기레기낙시 ㅡㅡㅋ
욕설|혐오|ㅆㅂ ㅇ이들 언제부터 표준어 구사하고 지랄했노짜면 짠대로 짜브면 짜븐대로 ㅆㅂ 새끼들 다들 알아들으면서 서울체 아는체하기는.,.ㅎㅎㅎㅐ복해라 게이들아난 짭은건 빡시더라
비욕설|일반|김태링 위사진표정귀엽다..
비욕설|일반|여성탈모샴푸 한발 빠른 시작!
욕설|혐오|@시계는아침부터똑딱 윤지오같은 애들하고나 어울리는거 보면 원래 개념없는 년인건 확실
비욕설|혐오|애새끼가 초딩도 아니고 ㅋㅋ
비욕설|일반|신기하고 오싹한 기생생물 이야기
비욕설|일반|김지원 20대 여배우중에 제일 좋아하는데 잘됐으면 좋겠다
비욕설|섹슈얼|여친하고 모텔에서 섹스하는데 늘 쓰던 콘돔을 안 사온거야... 그래서 모텔에 있는 일반 콘돔을 사용했는데 그걸 왜 쓰냐고... 차라리 노콘으로 하지 싸구려 쓰지 말라고. 냄새도 이상하다고 그러는거야. 나도 사실 모텔 싸구려 콘돔 싫어하거든.. 느낌이 잘 안 와서 말이야.
비욕설|섹슈얼|탈출축하해 중기야 30살 이상 여자는 여자로써 성적 매력을 잃었다
비욕설|혐오|생각짧고 멍청한 애들이라..
비욕설|일반|오늘꺼 아직 하지도 안았는데~ 벌써 언플!!! 진짜 대단하다.....
비욕설|섹슈얼|쟤들정 하나랑 결혼하기vs아다 메갈년이랑 결혼하기
비욕설|일반|잠을 잘 못 이루는 예민한 성격이구나. 악플 같은건 보지도 말길.
욕설|혐오|이 미ㅇ들은 진짜 알바인가 중국인도 신경안쓰는걸 왜 니들이 난리임? 존나 베댓볼때마다 ㅇ고 토나오네 우리나라나 신경써라
비욕설|일반|반갑다 친구야 힘내자
비욕설|혐오|아무데서나 떡치고 아무데서나 똥싸고 아무데서나 오줌싸고.. 짱꺠니?
비욕설|일반|남자가 먼저 고백해야 해?
비욕설|일반|어제 완전 웃겼음!ㅋ
비욕설|섹슈얼|자지는 손대지말라는데 워낙 실좃이라 안 하고 싶지만 아침마다 눈물이 앞을 가림. 혹시나 셀프튜닝 성공사례나 튜닝 성공사례를 모집해 봅니다. 구슬이라도 박고 싶은 심정. ※ 조루도 심함.
비욕설|섹슈얼|ㅁㅅㅈ아봣냐
비욕설|일반|자주 만나는 친구 두넘 있는데 지들 여친 생겻다고 주말에는 지들 끼리 만나버리네 난 여친 있을때도 없는 친구 배려해서 같이 만나서 밥도 먹고 술도 마시고 햇는데 머냐 아 여친 없는 서러움 ㅠㅠ
비욕설|섹슈얼|호텔 마사지사한테 돈 쥐어주고 가림막 옆에서 따먹으라고 한다음에 넌 그걸 영상찍고 보면서 딸딸이나 쳐라
비욕설|혐오|아. . .죽지말지. . 쓰레기같은 연예인 많은데. .그놈들이. 죽어야지. . 안타깝네요. .고인을 명복합니다.
비욕설|일반|정준호딸맞네 똑닮앗네
비욕설|일반|망고빙수 맛있다
욕설|혐오|벌레놈들 좆됐다
비욕설|혐오|똥꼬충끼리 해서 지들끼리 병 돌리면 상관없는데 문제는 그새끼들 여자하고 한다. 그리고 그 여자가 다른 일반 남자랑 하면 퍼지는거...똥꼬충들 결혼도 하고 애도 낳음.
비욕설|섹슈얼|함몰유두는 관상이 있는데 모르냐?
비욕설|일반|생각이 불순
비욕설|섹슈얼|잘느끼고 좋구만.. 석녀보단 백내 낫다.
비욕설|일반|진우. 설아의 행동들 이해불가
비욕설|일반|노무현은 우리나라 전 대통령이다
비욕설|혐오|문빠 개돼지들아 너놈들이 인간이냐 짐승이냐
욕설|혐오|이게 뭔,,, 개소리야... 아오...
비욕설|혐오|아니 남자가 태연을 왜 까냐 그것도 십대도 아닌 30대 남자가 ㅋㅋㅋ 태연만 보면 질질거릴텐데 여자들이나 질투나서 까지 OOO아 ㅋㅋ 한.남앞에두고 뒤에서 화나요나 누르고
비욕설|섹슈얼|그래 학원선생 해라 그럼 후배들은 좋지 연재 선생 엉뎅이도 보고 일석이조 이다 엉뎅이 많이 보여줘라 그럼 후배애들 흥분해서 더 엉뎅이보고 더 잘한다
비욕설|섹슈얼|와우! 진짜 젖가슴이 크다!!!! 가슴이 찢어지면 안돼~ 돼~ 돼~~헉
욕설|혐오|와 이런 중고딩이쓴거같은 개무식한 개똥글도 일베가고 일베 ㅈ햇네 ㄹㅇ
비욕설|일반|편의점 알바분 귀엽고 제 스타일인데 말 걸어보고싶고 번호도 따고 싶네요. 그냥 과감하게 번호 물어볼까요?
비욕설|일반|거짓말하지마라 거들떠도 안본다니
비욕설|혐오|윤아 똥은 똥냄시도 더 독해
비욕설|일반|엑소 아니면 안봄 ㅎㅎ
비욕설|일반|이렇게 쓰는 기자야 말로 진정한 기자님!!나랑 동갑인데 나는 애낳고 행복하게 살고 진리는 결혼도 못하고 애키우는게 얼마나 행복한것인지도 모르고 가고..ㅠㅠ 고인의 명복을 빕니다
비욕설|섹슈얼|여자 하나 먹어봣으면 하고 울던 아재 짤 아들인ㅋㅋㅋ
비욕설|일반|설현이 떨고 있다... 아니겠지 아닐거야 그것만은 안돼
비욕설|일반|정말 항상 존경하고 응원합니다ㅜㅜ 내조의여왕때부터 정말 최고였습니다ㅜㅜㅜ 사랑해요 언니 ㅠㅠ
비욕설|일반|캠핑요리 캠핑꼬치구이 염통꼬치 닭꼬치 캠핑메뉴 음식 추천
비욕설|섹슈얼|왁싱하면서 한발 빼주는데 알고있는사람 손?
비욕설|일반|한지민이랑 남주혁은 영화 조제랑 드라마 히어도 같이 한다던데 눈이 부시게때 호흡이 좋았나보다
비욕설|일반|진짜 직원들과 아티스트 생각을 많이 하시는듯복ㅎㄷㄷ;; 보기 좋습니다
비욕설|섹슈얼|지난 섹파는 요가 강사인데다 런닝을 해서 그런지 엄청 체력이 좋았다고. 모텔 대실시간이 부족했거덩. 3시간 주는데는 못가고 4시간 주는데 가서 3시간넘게 하고 그랬는데 이번 섹파는 지난 섹파보다 예쁘긴 한데 너무 약하네.
비욕설|혐오|난 여자가 매우싫다 뭐 이런걸로
비욕설|혐오|그냥 다 걸리고 뒤질 넘은 후딱 가고 그래. 이래 죽나 저래 죽나 같잖어.
비욕설|혐오|끼리끼리다 거울한번 보고 생각해봐라. 니가 초A급이면 그런 여자 만나겠냐? 너도 더 좋은 여자 만날 자신도 없는거잖아.ㅉㅉㅉ
욕설|혐오|시바라 뒤질래
욕설|혐오|10년전에 릴라가 어딧엇노 병신아
욕설|혐오|정말 쓰레기같은 동생이다
비욕설|일반|완전히 끝났어~
비욕설|섹슈얼|최소b컵은 되야 손이 즐겁더라
비욕설|섹슈얼|모로 가든 보지에 박았다는게 중요하지~
비욕설|혐오|역시 댓글 비율 봐.. 30대 한남들아 ㅋㅋ
비욕설|혐오|일진같이 안생겼는데 그리고 뭐 맞을만한 찐따같은것들 말만 듣고 가해자니 뭐니 그건 너무 오바지 않음? 학창시절 빵셔틀 찌질이들 동질감으로 광희 매니저 폄훼하네
비욕설|일반|솔직히 솔지부르는거보면 하현우 기록깰ㄷㄷㄷ;;
욕설|혐오|맞음 이새끼 ㅈㄴ 죽여놔도 시간 지나서 cs쳐먹고오면 존나쎔
비욕설|일반|온유 은퇴한다고 하지 않았나? 클럽 때문에
비욕설|일반|진짜 주리 화사누나 방송때마다 털털한모습이 너무 좋고 무대때마다 항상 빛나는 모습도 멋있어요....그래서 내가 무무가됬지.. 앞으로 계속 꽃길만 걷자!!!
비욕설|일반|왜 분위기가 한서희 우쭈주잘했다임? 욕먹어야지너도
비욕설|섹슈얼|좆질 습관 잘 못들이면 것두 참 피곤한 일. 어릴땐 떡칠 생각에 앞뒤 없었지.... 나이들어서도 그러면 이게 진짜 문제.
비욕설|섹슈얼|찜질방 수면실에서 대딸 영화관 맨뒷자리 사까시하다 입싸
비욕설|섹슈얼|야동 안볼려고 피시에서 하드 떼어냈더니 레무를 감상할수가 없네 레무 백보지 빠라보고싶네
비욕설|혐오|애기하고 봐라보니까 이혼을 하지 이 빡대가리 새끼야 공부나 해라 그럴시간에
비욕설|일반|애미야 임신 소식은 없니?
비욕설|일반|이엘리야 진짜 미인. 김태희 급 미녀.
욕설|혐오|한녀들은 걱정없음. 개빻은거 누가 데려가냐.
비욕설|섹슈얼|고추 떼야지
비욕설|섹슈얼|그나마 몸매대비 크긴 하지만 별로 꼴리지는 않는다.
비욕설|섹슈얼|이런식으로 하면 자기 적자라고 손으로 하자며 폭풍 딸을 쳐주더라 땀 뻘뻘 흘려가면서 하는게 너무 안쓰러워서 몸매 기가 막혔던 전전전여친과 약수터 정자에서 했던 기억을 되새김하며 열심히 동조하며 발사 해줬다.
비욕설|일반|이수근 흥해라~~~~
욕설|섹슈얼|좆도 안서는데 이런. .ㅠㅠ
비욕설|일반|잠만 저 정도면 몸에 겁나 안 좋을 것 같은데 크리스찬 베일 다 동일 인물인 줄 모르고 즐겼던 영화들이야
욕설|혐오|엽문시발 걍 짱깨 쿵푸권사 몆이긴거임
비욕설|일반|난 없어서 ㅎㅎ 다들 솔까 못생기거나 평범수준 ..근데 결혼은 다ㄷ ㅔㅎㅎ 출산율 우리친척들은 기본 애 2명 이상씩 낳아서 출산율 감소가 피부로 느껴지진 않음 웹툰이나 소설처럼 이쁜 친척 있음? 걍 궁금
비욕설|일반|오늘은 산책을 하면서 나뭇가지를 물고가는 까치를 두 마리나 봤다
비욕설|혐오|솔직히 말해서 늙었지 ㅋㅋㅋ 다신 안팔릴 중고를 앞으로 누가 구하겠어?
욕설|섹슈얼|즐길거는 다 즐기고.. 나중에 책임만 전가하고 떠나는 개쌍뇬이지.. 검프가 돈있으니 와서 떡쳤지 돈 없었으면.. 오지도 않았어..
비욕설|일반|얜 대사만안하면 볼만한데..
비욕설|섹슈얼|똥까시만 해주는 업소를 가라
비욕설|일반|우와 하림님 정말 축하드려요!!
비욕설|일반|왜 스타들이 라스 안나오는줄 알겠더라. 사전 인터뷰때 대수롭지 않게 뱉은 말을 싸움붙이려고 부풀려서 MC들이 굳이 언급함. 그리고 논란같은거 생기면 편집 그딴거 없고 걍 내보냄
비욕설|일반|한고은 부부 재미없어요 ㅠㅠ
욕설|혐오|요즘 예능 왜케 노잼이냐??씹선비들 지적질 너무 해대서 그런거 갘은데..이쁘고 젊은여자들 나와서 색드립하거 섹시춤 추거나..유명인들이나 사고친 애들 나와서 경험담 얘기하고이런 옛날 방송이 그립다..
비욕설|일반|이상민이나 신정환이 들어오면 재미날듯
욕설|혐오|저거 조작이잖냐드루킹 좆선족 짱깨들이 조작하는거임 추천수
비욕설|일반|솔직히 좀 빠졌으면 좋겠어요
비욕설|섹슈얼|나도 안씀. ㅅㅍ 그 안에 넣었음 피임기구
비욕설|일반|고생했다. 지금부터는 건강에 신경을 좀 많이 쓰는 일만 남았네 이미 그 정도로 벌 능력이 되면, 80세 시대에 계속 건강하게 살아야 계속 그런 돈 벌 수 있거든..
욕설|혐오|빅근혜때문에 끊었다가 뮨재인때문에 다시핀다 ㅅㅂ
비욕설|일반|잘어울린다!후학양성에 힘써주세요~
비욕설|일반|바보같이 연락했는데 읽씹당했어
비욕설|혐오|일베충 중에 멍청한 놈 하나 선별해서 총알받이로 발탁, 앞세운 것 같은 느낌이 드네요
비욕설|혐오|지능이 낮은 사람을 설득하는 것 만큼 어려운게 없지 그냥 안맞은 사람들끼리 모여 살고 병원도 못오게 하면 좋겠네
비욕설|일반|이발 어떻게 할까
비욕설|혐오|짱개 주작 ㅋㅋ
욕설|혐오|ㅈ1랄해야 출하당하던지하지 이건 이제 걍 유해만화 이상도 이하도 아니다 이딴거 출하시켜라 결단이 필요하다
비욕설|혐오|그러니까 짱깨배달이나 하ㅉㅉ
비욕설|혐오|남한테 집안 사정이야기 하고 가족까는 것은 일베충들도 똑같지 않냐?
비욕설|일반|대학교 고학번 선배랑 썸 타도 되나?
비욕설|혐오|얼굴 돼지상 일땐 비호감 이었는데계속 유지 바랍니다^^
비욕설|섹슈얼|걔는 이혼하고 남자들하고 좀 놀았는데, 그래도 내 자지가 그리웠다고 하더라.
